evaluation_source,system,sample_id,episode_return
NeoRL dataset trajectories,Original Behavior,973,-283556.5625
NeoRL dataset trajectories,Original Behavior,974,-280878.875
NeoRL dataset trajectories,Original Behavior,975,-281356.375
NeoRL dataset trajectories,Original Behavior,976,-283541.625
NeoRL dataset trajectories,Original Behavior,977,-282928.75
NeoRL dataset trajectories,Original Behavior,978,-283038.96875
NeoRL dataset trajectories,Original Behavior,979,-282942.4375
NeoRL dataset trajectories,Original Behavior,980,-283628.5
NeoRL dataset trajectories,Original Behavior,981,-283719.5
NeoRL dataset trajectories,Original Behavior,982,-282871.71875
NeoRL dataset trajectories,Original Behavior,983,-283166.375
NeoRL dataset trajectories,Original Behavior,984,-282224.0
NeoRL dataset trajectories,Original Behavior,985,-282530.5
NeoRL dataset trajectories,Original Behavior,986,-282727.1875
NeoRL dataset trajectories,Original Behavior,987,-282708.8125
NeoRL dataset trajectories,Original Behavior,988,-284921.125
NeoRL dataset trajectories,Original Behavior,989,-283049.8125
NeoRL dataset trajectories,Original Behavior,990,-278979.375
NeoRL dataset trajectories,Original Behavior,991,-282816.375
NeoRL dataset trajectories,Original Behavior,992,-282753.46875
NeoRL dataset trajectories,Original Behavior,993,-282583.0
NeoRL dataset trajectories,Original Behavior,994,-281933.75
NeoRL dataset trajectories,Original Behavior,995,-283490.5625
NeoRL dataset trajectories,Original Behavior,996,-282832.5625
NeoRL dataset trajectories,Original Behavior,997,-282817.75
NeoRL dataset trajectories,Original Behavior,998,-282582.0
NeoRL dataset trajectories,Original Behavior,999,-282181.6875
NeoRL simulator,BC,100,-288415.26633213187
NeoRL simulator,BC,101,-288717.3710203252
NeoRL simulator,BC,102,-288447.21249180986
NeoRL simulator,BC,103,-288332.2528594337
NeoRL simulator,BC,104,-288653.1890893684
NeoRL simulator,BC,105,-288595.62817253405
NeoRL simulator,BC,106,-288369.07648810284
NeoRL simulator,BC,107,-288595.7525187244
NeoRL simulator,BC,108,-288241.1767287236
NeoRL simulator,BC,109,-287738.15894582943
NeoRL simulator,M-100 selected system,100,-273926.81341605174
NeoRL simulator,M-100 selected system,101,-274893.60121280415
NeoRL simulator,M-100 selected system,102,-274418.421265922
NeoRL simulator,M-100 selected system,103,-273497.24359255366
NeoRL simulator,M-100 selected system,104,-274541.8224479456
NeoRL simulator,M-100 selected system,105,-274217.4403264126
NeoRL simulator,M-100 selected system,106,-273659.61938109016
NeoRL simulator,M-100 selected system,107,-274398.1745076251
NeoRL simulator,M-100 selected system,108,-274210.8304980463
NeoRL simulator,M-100 selected system,109,-274049.376348893
NeoRL simulator,M-1000 selected system,100,-221189.68040576423
NeoRL simulator,M-1000 selected system,101,-216032.0378152414
NeoRL simulator,M-1000 selected system,102,-221337.5418629277
NeoRL simulator,M-1000 selected system,103,-220691.68654231116
NeoRL simulator,M-1000 selected system,104,-221304.33868469097
NeoRL simulator,M-1000 selected system,105,-220359.19265474836
NeoRL simulator,M-1000 selected system,106,-220198.96053118235
NeoRL simulator,M-1000 selected system,107,-217825.51091557165
NeoRL simulator,M-1000 selected system,108,-220818.6453794514
NeoRL simulator,M-1000 selected system,109,-221529.27620450372
NeoRL simulator,M-10000 selected system,100,-224873.7496604577
NeoRL simulator,M-10000 selected system,101,-222690.9752128462
NeoRL simulator,M-10000 selected system,102,-224916.6293293157
NeoRL simulator,M-10000 selected system,103,-224019.97925197388
NeoRL simulator,M-10000 selected system,104,-222884.80197341536
NeoRL simulator,M-10000 selected system,105,-223098.8662456892
NeoRL simulator,M-10000 selected system,106,-225726.8782856896
NeoRL simulator,M-10000 selected system,107,-222454.1558548689
NeoRL simulator,M-10000 selected system,108,-224233.9756436172
NeoRL simulator,M-10000 selected system,109,-223855.13100500384
